#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
slr1972|58	1	71	1	71	100	2	32.4	3
slr1972|112	1	72	3	72	100	1	31.3	10.3
rpoC1|65	1	73	1	73	100	2.9726	33.1	22
rpoC1|85	1	76	1	75	98.6842	0.986842	32.3	8
slr0808|55	1	75	3	75	100	1	33.2	8.67
sll1376|34	1	74	3	74	100	2.98649	32.2	9.67
sll1376|77	1	71	1	71	100	3	32.1	27
sll1376|116	1	73	1	73	100	1	32.4	3
sll1439|517	1	76	1	76	100	1	29.8	23
ssr2227|58	1	75	1	74	98.6667	0.986667	31.5	23
ssr2227|46	1	74	1	74	100	1	31.5	3
petF2|35	1	76	1	75	98.6842	0.986842	32	42
sll1387|116	1	72	1	72	100	1	32.5	0
sll1387|79	1	76	12	76	100	1	31.6	0
suhB2|206	1	73	4	73	100	12.9726	32.5	10
ndhJ|72	1	73	1	73	100	2.9863	33.4	5
ndhJ|19	1	75	1	75	100	1	30.7	23
ndhJ|91	1	76	1	75	98.6842	0.986842	31.1	23
ndhK|85	1	74	3	74	100	1	32.9	11.3
ndhK|62	1	72	1	72	100	3	32.2	0
hypC|39	1	76	1	74	97.3684	0.973684	28.7	3
hypC|51	1	71	1	71	100	1	33	8
hypC|109	1	73	1	72	98.6301	0.986301	32.4	0
rpl9|165	1	72	1	72	100	1	31.9	0
tufA|97	1	74	2	73	98.6486	0.986486	33.1	1.5
ndhL|139	1	71	1	71	100	2	32.7	24
ndhL|62	1	75	1	74	98.6667	0.986667	32	8
ndhL|204	1	75	1	75	100	1	31.2	23
slr1336|130	1	73	1	73	100	1	32.8	0
slr1336|58	1	73	2	73	100	1	33.5	11.5
slr1334|197	1	72	1	72	100	1.98611	31.5	3
sll1378|49	1	74	1	72	97.2973	0.972973	31.1	23
slr1339|408	1	71	1	71	100	1	33.5	24
slr1338|106	1	74	1	74	100	1	31.3	8
miaA|37	1	75	1	75	100	1	32	0
psaJ|33	1	73	1	73	100	1	33.6	42
slr1964|115	1	72	2	72	100	1	30.7	11.5
rps2|125	1	76	3	76	100	1.98684	32.5	4.67
ycf3|40	1	71	1	71	100	3	33.3	3
ycf3|202	1	74	1	74	100	1	31.5	1
sll1873|201	1	73	1	71	97.2603	0.972603	28.2	3
sll1873|41	1	75	1	75	100	1	32.1	0
sll1873|213	1	73	1	72	98.6301	0.986301	32.7	26
sll1871|70	1	74	1	73	98.6486	0.986486	34	0
purD|145	1	76	1	76	100	1	33	8
purD|66	1	76	1	74	97.3684	0.973684	30.2	8
sll1447|78	1	72	1	72	100	1	32.3	42
sll1447|49	1	73	4	73	100	1	32	41.2
slr1971|84	1	76	1	76	100	4	32.9	0
slr1971|43	1	76	1	76	100	1	31.5	0
slr1160|58	1	72	1	71	98.6111	0.986111	33	24
slr1478|76	1	75	1	73	97.3333	0.973333	30.6	23
glnH|194	1	75	1	75	100	1	31.5	27
sll1373|5	1	76	1	74	97.3684	0.973684	30.9	8
sll1373|84	1	76	2	76	100	1	31.5	4
slr1470|92	1	73	7	73	100	1.9863	33.3	10.4
slr1472|228	1	73	4	73	100	6.9589	32.7	9.75
sll0809|112	1	72	1	72	100	4	32.1	0
sll0809|174	1	72	2	71	98.6111	0.986111	29.7	11.5
gcp|229	1	71	1	71	100	2	32.1	7
gcp|129	1	74	1	74	100	1	32.4	3
cobN|94	1	76	1	76	100	1	31.3	27
sll1166|133	1	71	1	71	100	1	30.8	3
sll1166|223	1	76	1	76	100	1	32.6	23
slr1978|21	1	71	3	71	100	1	33.8	16
slr1152|102	1	75	1	75	100	3	32.7	42
panC/kcy|37	1	76	1	73	96.0526	0.960526	31.9	0
sll1888|94	1	76	1	76	100	1	31.2	23
pyrG|61	1	72	3	71	98.6111	0.986111	32.3	15.3
pyrG|156	1	74	1	74	100	3	31.1	0
sll1886|73	1	74	1	73	98.6486	0.986486	29.6	3
sll1886|12	1	74	1	73	98.6486	0.986486	32.5	24
sll1886|87	1	71	1	71	100	1	31.5	23
sll1885|30	1	75	1	75	100	1	30.1	3
sll1882|6	1	76	1	75	98.6842	0.986842	33.1	3
sll1880|55	1	71	1	71	100	1	31.7	24
hypB2|141	1	71	1	71	100	1	34.1	8
hypB2|40	1	75	1	75	100	1	32.7	0
trpE2|193	1	74	1	73	98.6486	0.986486	32.5	3
sll1169|400	1	71	1	71	100	1	32.4	0
rffM2|157	1	71	1	71	100	1	32.8	23
sll1390|130	1	75	2	73	97.3333	0.973333	31.5	13
sll1390|22	1	74	1	74	100	2	31.9	39
ssl2982|46	1	71	1	71	100	1	32.3	0
ssl2982|64	1	76	2	76	100	1	32.7	13.5
ssl2982|162	1	73	2	73	100	1.9863	29.6	13.5
ssl2982|100	1	75	1	75	100	2	32.2	24
ssl2982|150	1	75	1	74	98.6667	0.986667	31.5	24
sll1532|18	1	75	1	75	100	1	31.8	8
sll1532|132	1	75	1	75	100	1	32.7	0
sll1532|192	1	72	1	72	100	1	31.6	24
sll1537|161	1	74	2	72	97.2973	0.972973	32.6	23.5
sll1537|15	1	75	2	75	100	2	32.5	23
sll1537|3	1	76	1	75	98.6842	1.97368	32.3	3
pilC|36	1	74	1	74	100	1	32.4	3
pilC|67	1	71	1	71	100	1	32.5	0
livH2|249	1	73	1	72	98.6301	0.986301	32.3	24
livH2|136	1	71	1	71	100	1	33.9	8
ssl3044|134	1	75	1	75	100	1	32.4	42
ssl3044|43	1	75	1	74	98.6667	0.986667	32.4	8
slr1171|58	1	76	1	76	100	1	32.8	23
slr1171|40	1	72	1	72	100	1	33	0
sll0419|265	1	73	2	73	100	1	31.2	3
slr0151|124	1	74	1	73	98.6486	1.97297	32.6	0
slr0152|63	1	71	1	71	100	1	32.6	8
sll0260|288	1	71	1	71	100	1	33.2	0
sll0260|299	1	73	1	73	100	1	34.2	0
sll0261|56	1	72	1	71	98.6111	0.986111	34	0
sll0268|190	1	72	1	71	98.6111	0.986111	34	3
clpB|177	1	71	1	71	100	1	33.9	0
clpB|52	1	71	1	71	100	1	32.8	23
sll1528|104	1	72	1	71	98.6111	0.986111	34.3	42
slr0292|135	1	74	1	74	100	1	32.7	23
leuA|55	1	76	5	76	100	1	32.1	6
rnc|84	1	73	1	73	100	4.9863	32.9	42
sll1521|70	1	75	1	74	98.6667	0.986667	29.6	8
sll1521|8	1	76	1	76	100	1	31	8
sll1524|82	1	73	1	73	100	1	34.3	23
otsA|26	1	72	1	72	100	1	32.6	0
sll1526|225	1	74	1	74	100	1	32.5	23
sll1527|85	1	75	2	72	96	0.96	33.7	16
sll1527|23	1	72	1	72	100	2	32.9	0
slr1174|12	1	75	9	75	100	1	32.6	4.56
hypA|40	1	72	1	72	100	8.95833	32.7	0
slr1679|60	1	71	1	71	100	1	32.3	3
slr1679|4	1	72	1	71	98.6111	0.986111	33.6	27
ssl2971|194	1	73	1	73	100	1	31.6	3
ssl2971|124	1	76	1	76	100	1	32.2	24
pilT2|141	1	71	1	71	100	1	32.3	8
pilT2|226	1	75	1	75	100	1	32.6	0
slr0408|82	1	73	2	73	100	1	30	23
slr0408|16	1	74	2	74	100	1.98649	31.5	23
slr0407|368	1	74	1	74	100	2	31.1	23
sll0257|70	1	76	2	75	98.6842	0.986842	31.7	31
sll0257|29	1	76	1	76	100	1.98684	30.8	0
sll0257|152	1	74	1	74	100	1	30.9	8
sll0257|46	1	75	1	73	97.3333	0.973333	32.6	8
slr0400|109	1	73	1	73	100	1	31.9	24
slr0400|55	1	72	1	72	100	1	32.4	3
slr0937|127	1	75	1	75	100	1	31.1	8
petH|31	1	74	1	73	98.6486	0.986486	33.3	39
slr1162|168	1	73	1	73	100	1	33.1	0
psaE|160	1	76	3	76	100	1	32.8	7.67
psaE|46	1	74	1	74	100	3	31.2	24
psaE|105	1	74	1	74	100	1	31.9	8
slr1924|51	1	75	1	75	100	1	31.3	23
slr1161|88	1	75	1	74	98.6667	0.986667	30.3	23
slr1166|5	1	74	1	74	100	1	32.1	0
slr1923|28	1	74	1	74	100	1	32	8
nrdA|34	1	73	2	72	98.6301	0.986301	28.7	13
sll0921|173	1	73	1	73	100	2	33.2	0
sll0274|40	1	72	1	72	100	1	33.3	38
slr1681|92	1	71	1	71	100	1	33.7	3
slr1681|74	1	76	1	76	100	1	32.3	23
slr1687|23	1	73	1	72	98.6301	0.986301	32	0
slr1687|74	1	72	1	72	100	1	31	23
slr1687|92	1	72	1	71	98.6111	0.986111	32.7	0
slr1686|61	1	74	1	74	100	1	31.7	0
slr1686|50	1	71	1	71	100	1	33.8	3
met3|4	1	71	1	71	100	1	32.3	8
gldA|25	1	75	1	74	98.6667	0.986667	32	8
gldA|122	1	74	3	74	100	1	32	16
slr0947|119	1	75	3	75	100	2.98667	32.6	8
slr0947|150	1	72	1	72	100	2.95833	33.3	22
slr0945|61	1	75	1	75	100	1	33.4	42
slr0944|124	1	76	1	76	100	1	31.8	0
slr0944|65	1	76	1	76	100	1	32.8	23
slr0944|82	1	71	3	71	100	1	34	5.33
slr0942|115	1	72	1	72	100	3	31.1	23
slr0942|149	1	75	1	73	97.3333	0.973333	32.3	5
sll0146|34	1	72	2	72	100	1	33.6	8
slr0404|43	1	75	1	75	100	2	32.7	3
recN|167	1	71	2	71	100	1	33.5	15
recN|91	1	71	1	71	100	2	33	0
rps16|73	1	76	2	76	100	1	32.2	15.5
rps16|61	1	73	1	73	100	1.9863	33.9	0
rps16|140	1	74	1	74	100	1	31.9	3
sll0422|206	1	72	2	71	98.6111	0.986111	33.5	8
sll0422|76	1	73	1	73	100	2	32.3	23
sll0423|43	1	72	1	72	100	1	30.1	8
sll0423|7	1	74	2	74	100	1	32.9	23.5
sll0423|67	1	75	1	75	100	1.98667	30.9	42
sll0423|21	1	75	3	75	100	1	31.4	29.7
sll0426|146	1	76	2	76	100	2.98684	32.1	13.5
sll0424|10	1	75	1	75	100	2	32.6	8
sll0424|106	1	71	3	71	100	1	32.6	13
sll0424|45	1	72	1	72	100	3	33	3
priA|65	1	74	1	74	100	1	31.4	3
priA|115	1	71	1	71	100	1	32.8	22
sll0135|152	1	71	1	71	100	1	32.6	0
ssl2148|12	1	75	1	75	100	1	31.3	3
slr1692|145	1	71	1	71	100	1	33.7	0
slr1694|11	1	74	1	73	98.6486	0.986486	32.9	0
slr1694|112	1	75	1	74	98.6667	0.986667	31.6	3
ppc|89	1	72	1	71	98.6111	0.986111	33.5	0
ppc|61	1	73	2	72	98.6301	0.986301	32.5	25
ppa|64	1	75	1	75	100	1.96	32.3	0
ssr1951|95	1	76	2	76	100	1	33.1	5.5
ssr1951|31	1	73	2	72	98.6301	1.9726	33.2	3
slr0294|22	1	72	1	72	100	2	32.2	8
slr0954|70	1	72	1	72	100	1	33.2	23
slr0954|85	1	72	1	72	100	1	34	8
slr0954|56	1	76	2	75	98.6842	0.986842	32.4	5.5
slr0954|37	1	72	2	72	100	2	33	11.5
slr0955|30	1	74	1	74	100	1.98649	31.7	8
slr0955|102	1	73	3	72	98.6301	0.986301	28.8	34
slr0957|79	1	76	1	76	100	2.98684	31.6	0
slr0950|61	1	73	1	73	100	1	34.1	23
slr0953|37	1	73	1	71	97.2603	0.972603	33.1	0
slr0953|112	1	74	1	74	100	1	32.3	23
slr0953|177	1	76	1	73	96.0526	0.960526	33.5	0
slr1624|162	1	75	1	75	100	1	32	3
slr1624|39	1	74	2	74	100	1	31.9	13.5
slr1624|52	1	72	1	72	100	2	32.7	37
slr1627|53	1	75	1	75	100	1	32.5	23
slr1627|310	1	76	2	76	100	1	32.2	21
slr1626|233	1	76	3	76	100	1.98684	32.1	3.67
slr1626|211	1	75	1	75	100	2.93333	32.9	0
sll0909|349	1	71	1	71	100	1	30.3	42
slr0959|80	1	74	3	73	98.6486	0.986486	32.7	24.3
slr1623|69	1	76	1	76	100	2.98684	31.1	0
slr0285|391	1	73	1	73	100	1	31.7	42
sll0272|58	1	72	1	71	98.6111	0.986111	33.4	24
ssr0657|28	1	76	2	76	100	1	32.3	23.5
ssr0657|55	1	75	1	75	100	2	32.4	3
cbiB|87	1	74	1	74	100	1	31.8	39
fbp2|97	1	71	1	71	100	1	32.8	8
slr0948|105	1	76	1	76	100	1	32.2	23
slr0948|116	1	72	1	72	100	1	31	3
slr0948|36	1	73	1	73	100	1	33.3	8
desD(des6)|28	1	71	1	71	100	1	31.9	23
desD(des6)|59	1	75	1	74	98.6667	0.986667	32.4	39
desD(des6)|111	1	74	1	74	100	1	32.1	3
desD(des6)|97	1	76	1	76	100	1	32.5	23
slr0397|22	1	71	2	71	100	1	33.6	2
slr0397|10	1	73	1	73	100	1.9863	31.9	0
smpB|250	1	75	1	75	100	1	32.7	0
smpB|314	1	71	1	71	100	1	33.9	24
purB|120	1	72	1	71	98.6111	0.986111	32.8	23
sll1563|423	1	75	1	75	100	1	32.4	8
sll1563|586	1	74	6	74	100	1	32.5	9.67
slr0398|97	1	72	1	72	100	6	32.3	23
ntcB|338	1	74	2	74	100	1	30.9	3
sll0912|213	1	74	4	74	100	1.98649	32.6	6
slr1634|244	1	71	1	71	100	3.92958	33.3	8
slr1634|174	1	74	2	74	100	1	31.8	1.5
slr1634|256	1	72	2	72	100	1.98611	33	16
fda|64	1	73	1	73	100	2	31.7	0
slr0443|112	1	75	3	75	100	1	31.9	3.67
petF3|139	1	71	1	71	100	3	33.1	23
petF3|154	1	72	3	72	100	1	33.1	16.3
slr0445|99	1	74	1	74	100	3	30.5	34
slr0445|88	1	71	2	71	100	1	32.1	1.5
slr0445|41	1	76	1	76	100	1.98684	32.4	8
nusB|3	1	72	1	71	98.6111	0.986111	32.3	3
nusB|74	1	72	2	72	100	1	32.7	12
nusB|24	1	75	1	75	100	1.98667	30.8	3
slr0442|34	1	73	1	72	98.6301	0.986301	32.9	0
sll0354|106	1	71	1	71	100	1	33.8	8
sll0354|195	1	73	1	72	98.6301	0.986301	32.2	23
sll0355|65	1	75	1	74	98.6667	0.986667	31.3	23
rfbP|7	1	76	1	75	98.6842	0.986842	32	23
sll1556|10	1	76	2	75	98.6842	0.986842	32.4	23
sll1559|221	1	74	1	74	100	2	32.6	0
sll1559|289	1	72	3	72	100	1	31.8	4.67
sll1559|79	1	71	2	71	100	3	32.9	5.5
sll1559|64	1	73	1	73	100	2	33.3	3
slr0142|31	1	71	1	71	100	1	32.7	0
sll1087|120	1	71	1	71	100	1	33.2	23
ssr2803|155	1	74	1	73	98.6486	0.986486	33.7	3
ssr2803|74	1	74	2	74	100	1	30	4
slr1163|118	1	71	1	71	100	2	32.9	8
sll1089|73	1	73	1	73	100	1	32.2	0
sll1089|146	1	74	1	73	98.6486	0.986486	31.6	27
sll0263|47	1	71	1	71	100	1	29.6	8
slr1649|22	1	76	1	76	100	1	31.1	3
slr1649|4	1	74	1	74	100	1	30.7	8
slr1648|31	1	73	1	72	98.6301	0.986301	33.4	23
slr1648|65	1	75	2	74	98.6667	0.986667	32.2	8
slr1647|56	1	74	1	74	100	2	32.7	8
slr1647|31	1	73	1	73	100	1	33.8	8
slr1644|52	1	73	1	73	100	1	33	3
slr1644|79	1	72	1	72	100	1	32.3	0
dpm1|12	1	74	1	73	98.6486	0.986486	32.3	24
sll0364|84	1	74	1	73	98.6486	0.986486	33.7	0
sll0364|34	1	75	3	75	100	1	30.7	12.7
sll0364|143	1	72	1	72	100	2.95833	32.5	3
sll0360|159	1	76	1	76	100	1	30.9	23
sll0360|126	1	71	1	71	100	1	33.6	8
pyrC2|78	1	72	2	72	100	1	33.4	8
sll0149|9	1	72	3	72	100	2	33.2	21.7
sll0149|139	1	72	1	72	100	2.98611	32.8	0
sll0148|55	1	76	2	76	100	1	32.5	13
arsC|118	1	74	1	74	100	1.98649	32.8	0
arsC|34	1	71	1	71	100	1	31.6	23
sll0141|67	1	72	2	71	98.6111	0.986111	33	23
amiC|120	1	74	2	74	100	2.98649	31.7	13
amiC|49	1	76	1	75	98.6842	0.986842	32.4	8
sll1094|171	1	71	2	71	100	1	31.6	8
sll1091|131	1	73	2	73	100	2	32.6	11.5
sll1091|23	1	72	1	72	100	2	32.7	3
sll1091|67	1	72	1	71	98.6111	0.986111	33.1	23
maf|31	1	71	1	71	100	1	29.5	3
maf|106	1	74	1	74	100	1	32.2	3
slr0149|9	1	72	1	71	98.6111	0.986111	32.5	0
slr0149|125	1	71	1	71	100	1	31.8	3
slr0148|208	1	73	1	72	98.6301	0.986301	32.8	0
slr0146|116	1	71	1	71	100	1	31.2	3
slr0146|70	1	72	2	71	98.6111	0.986111	33	21
psbO|157	1	71	2	71	100	2	33.4	42
psbO|95	1	76	1	76	100	2	31.9	8
psbO|144	1	76	3	76	100	1	32.1	13
ssr2806|62	1	72	1	72	100	3	32.8	42
slr0143|61	1	73	3	73	100	1	31.3	29
spoU|6	1	76	1	76	100	3	31.9	42
sll0273|38	1	75	1	74	98.6667	0.986667	31.6	23
glpD|79	1	76	2	76	100	1	31.8	12
glpD|31	1	76	1	76	100	1.96053	32	0
psbV|100	1	75	1	75	100	1	31.1	3
sucD|188	1	71	1	71	100	1	33.4	3
sll0910|737	1	71	1	71	100	1	31.9	0
glpK|126	1	71	1	71	100	1	33.1	8
glpK|115	1	73	2	73	100	1	33.7	16
psbZ|73	1	75	2	75	100	1.98667	29.8	3
sll0005|25	1	75	5	74	98.6667	1.97333	31.9	11
sll0005|10	1	73	1	73	100	5	32.4	8
aspC|61	1	74	2	74	100	1	30.7	25
aspC|88	1	72	1	72	100	2	32.9	8
sll0314|243	1	76	1	76	100	1	31.8	0
sll0314|138	1	72	1	72	100	1	33.6	8
sll0314|155	1	72	2	71	98.6111	0.986111	33.1	15.5
sll0310|44	1	72	1	72	100	2	32.2	39
sll0312|23	1	74	2	74	100	1	31.8	19.5
sll0312|40	1	76	5	76	100	2	32.6	1.2
slr0341|45	1	71	3	71	100	4.98592	32.4	11.3
slr0341|10	1	74	3	74	100	2.97297	31.5	8
slr0341|76	1	72	3	72	100	3.98611	31.7	3.67
slr0016|29	1	72	1	72	100	1.98611	32.8	8
slr0322|12	1	73	1	73	100	1	27.9	38
slr0322|147	1	72	1	72	100	1	33	4
hypF|76	1	76	1	76	100	1	32.1	26
hypF|57	1	74	1	74	100	1	31.8	24
sll0944|174	1	76	1	76	100	1	32.2	23
sll0944|188	1	75	1	75	100	1	32.8	3
sll0944|160	1	76	1	75	98.6842	0.986842	32.2	23
yibO|85	1	71	2	71	100	1	33.6	5.5
slr0355|182	1	73	3	73	100	2	33.5	3.67
slr0355|84	1	71	1	71	100	3	31.9	42
fumC|25	1	72	1	72	100	1	32.6	23
fumC|126	1	76	2	76	100	1	31.9	31
fumC|10	1	74	1	74	100	2	32	24
ctpA|55	1	76	1	76	100	1	31.7	3
ssr0349|40	1	75	1	75	100	1	32.7	0
slr0989|100	1	71	1	71	100	1	28.4	23
slr0989|88	1	71	2	71	100	1	34.1	11.5
slr0989|117	1	74	2	74	100	1.98649	30.4	23
sll0208|58	1	74	2	74	100	2	31.8	15.5
odhB|183	1	74	1	74	100	2	30.8	24
sll0328|111	1	74	1	74	100	1	31.5	3
sarA|119	1	75	1	75	100	1	31.1	0
sarA|4	1	73	1	73	100	1	32.4	8
rbcX|103	1	74	1	73	98.6486	0.986486	30.8	0
rbcX|131	1	73	1	73	100	1	33.2	24
gcvT|14	1	72	2	71	98.6111	0.986111	31.7	23.5
sll0327|127	1	75	1	75	100	2	32.2	42
sll0327|160	1	74	1	74	100	1	32.2	3
rnd|123	1	76	1	76	100	1	32.3	0
slr1930|259	1	75	1	75	100	1	31.9	3
slr1930|132	1	72	1	72	100	1	32	8
slr1932|190	1	74	2	73	98.6486	0.986486	33.6	13.5
slr1932|307	1	74	1	74	100	1.98649	32	23
slr1932|425	1	75	3	75	100	1	31.4	10.3
slr1935|130	1	72	10	72	100	3.97222	33.1	10.5
slr1935|210	1	73	2	73	100	9	32.9	11.5
slr1935|199	1	74	2	74	100	2	32	6
slr1935|166	1	72	4	72	100	1.98611	32.7	3.5
Era|10	1	73	3	73	100	4	32.4	13
Era|64	1	73	1	73	100	2.9863	33	0
slr1939|19	1	75	1	74	98.6667	0.986667	32.3	3
slr1939|109	1	74	1	74	100	1	33.4	8
slr1939|8	1	74	1	73	98.6486	0.986486	32.8	24
slr1938|124	1	72	1	72	100	1	32.8	24
slr0358|39	1	75	1	75	100	1	31.1	0
slr0358|51	1	75	1	75	100	1	31.7	24
slr0001|85	1	72	1	68	94.4444	0.944444	32.8	42
slr0006|46	1	75	1	75	100	1	31.5	3
slr0007|90	1	76	1	76	100	1	32.6	3
mgtC|152	1	71	1	71	100	1	33	23
hemL|40	1	74	1	73	98.6486	0.986486	33.2	3
slr0388|57	1	74	2	74	100	1	31.3	1.5
slr0217|113	1	71	1	71	100	2	33.5	23
slr0214|230	1	73	1	73	100	1	33.3	42
slr0214|135	1	74	3	74	100	1	32.5	36
slr0990|37	1	76	1	76	100	3	31.5	27
sll0157|69	1	75	1	75	100	1	29.4	27
fabG3|101	1	76	2	76	100	1.98684	30	13
rbcL|47	1	72	1	72	100	1	33.4	24
slr0019|50	1	71	1	71	100	1	33.8	3
slr0769|67	1	75	1	75	100	1	32.3	23
slr0769|34	1	71	3	71	100	1	29.2	18
sll0294|26	1	74	1	74	100	3	32.5	8
radC|73	1	72	1	72	100	1	33.3	0
petB|145	1	72	1	72	100	1	33.2	42
tpi|129	1	73	1	72	98.6301	0.986301	33.3	24
tpi|200	1	76	1	76	100	1	31.3	0
tpi|179	1	75	1	75	100	1	32.4	27
sll0024|258	1	75	1	72	96	0.96	33.2	3
sll0024|412	1	76	1	76	100	1	30.8	24
sll0749|118	1	74	1	73	98.6486	0.986486	32.7	42
sll0021|66	1	75	1	75	100	1	32.6	0
sll0021|11	1	76	1	76	100	1	32.4	42
sll0021|139	1	72	1	71	98.6111	0.986111	30.7	3
slr0381|172	1	76	1	76	100	1	32.8	3
slr1928|56	1	71	1	71	100	1	31.3	23
hisS|172	1	73	1	73	100	1	33	0
slr1926|144	1	74	1	74	100	1	29.1	3
slr0383|31	1	74	2	73	98.6486	0.986486	33.6	4
slr0383|54	1	73	1	73	100	2	33.8	3
slr0326|114	1	74	1	73	98.6486	0.986486	32.9	8
slr0326|3	1	75	15	74	98.6667	0.986667	30.6	5.47
slr0326|97	1	73	1	73	100	14.9178	32.7	3
slr0326|65	1	72	6	72	100	1	29.3	13.3
slr0325|112	1	74	1	74	100	5.97297	32.4	8
lipB|42	1	71	2	71	100	1	32.3	8
lipB|85	1	73	1	73	100	2	33.4	24
lipB|101	1	75	1	74	98.6667	0.986667	32.8	3
sll0752|27	1	75	1	75	100	1	32	3
sll0752|43	1	71	2	71	100	1	32.5	5.5
slr0320|252	1	73	1	73	100	2	33.5	0
slr0328|42	1	71	1	71	100	1	33.4	3
slr0328|146	1	72	3	71	98.6111	0.986111	33.9	9.67
folD|85	1	71	2	71	100	3	32.5	25
folD|97	1	76	1	76	100	1.98684	31.9	27
slr0770|262	1	72	1	72	100	1	33.7	3
ndkR|175	1	76	1	76	100	1	32.1	3
ndkR|199	1	72	1	72	100	1	32.8	8
slr0773|96	1	73	2	72	98.6301	0.986301	32.3	8
rps21|30	1	75	2	75	100	1.97333	31.9	0
sll0756|135	1	72	1	72	100	1.98611	32.9	23
prfB|26	1	71	1	71	100	1	31.9	0
lrtA|184	1	73	5	73	100	1	32.4	10.8
slr0359|31	1	74	2	74	100	4.97297	31	12
slr0359|118	1	74	1	74	100	1.98649	32.8	24
sll0759|88	1	75	1	75	100	1	31.7	24
sll0759|68	1	75	1	75	100	1	32.2	3
nifS2|64	1	75	1	75	100	1	32.7	23
nifS2|34	1	72	1	72	100	1	31.1	42
hitB|64	1	74	1	74	100	1	32.3	3
hitB|182	1	76	1	76	100	1	32.6	34
sll0019|130	1	74	1	73	98.6486	0.986486	34.2	8
ribC|143	1	76	1	76	100	1	32	8
ribC|109	1	73	1	73	100	1	33.8	42
sll1849|54	1	75	1	74	98.6667	0.986667	31.9	42
sll1849|165	1	76	1	76	100	1	31.8	0
slr0338|110	1	76	1	76	100	1	32	23
ycf38|21	1	76	11	74	97.3684	0.973684	31.1	11.4
lpxB|133	1	72	1	72	100	11	32.6	0
lpxB|157	1	74	1	73	98.6486	0.986486	33.1	8
lpxD|78	1	73	2	72	98.6301	0.986301	33.7	23
ycf33|124	1	73	1	73	100	2	31.7	23
sll1845|76	1	73	2	73	100	1	33.6	4
sll0335|81	1	73	4	73	100	1.9863	31.4	11.8
slr0181|51	1	73	1	73	100	4	32.7	3
slr0184|72	1	72	1	72	100	1	31.9	42
sll0763|176	1	71	1	71	100	1	33	0
sll0765|213	1	76	1	76	100	1	30.6	24
sll0765|65	1	73	1	72	98.6301	0.986301	33.2	0
sll0293|66	1	75	1	75	100	1	31.5	23
sll0293|3	1	71	1	71	100	1	33.7	39
ssl1807|145	1	76	2	75	98.6842	0.986842	30.3	23
sll0297|106	1	76	1	76	100	1.98684	31.8	3
slr1940|67	1	73	1	73	100	1	32.8	8
slr1940|94	1	71	1	71	100	1	31.5	8
slr1940|78	1	72	1	72	100	1	32.8	23
slr1940|106	1	73	1	73	100	1	34	23
slr0380|154	1	74	1	74	100	1	32.4	24
slr0380|45	1	74	1	74	100	1	32.9	8
slr1942|94	1	75	1	75	100	1	31.1	3
slr1942|8	1	73	1	73	100	1	34	0
slr1944|63	1	71	1	71	100	1	31.6	0
slr1951|88	1	74	1	73	98.6486	0.986486	33.4	8
slr1946|82	1	72	1	71	98.6111	0.986111	33	23
sll1858|158	1	73	2	73	100	1	32.7	0
sll1858|10	1	74	1	74	100	1.98649	31.8	8
umpS|65	1	72	2	71	98.6111	0.986111	33.7	33
umpS|34	1	75	1	75	100	1.98667	31.4	42
sll1851|82	1	76	1	76	100	1	31.6	23
sll1851|60	1	76	1	76	100	1	32.1	24
sll1853|167	1	74	1	74	100	1	31.6	0
sll1853|149	1	75	2	75	100	1	31.9	4
sphS|208	1	74	2	74	100	1.97297	30.6	15.5
sphS|124	1	74	2	74	100	1.98649	31.6	23.5
sll0167|79	1	75	1	74	98.6667	1.97333	32	23
sll0167|169	1	76	1	76	100	1	31.2	0
sll0167|133	1	73	1	73	100	1	26.9	24
ssr0536|11	1	71	1	71	100	1	31.6	0
xylR|72	1	75	1	75	100	1	32.1	42
sll0772|62	1	73	1	72	98.6301	0.986301	34.1	24
sll0162|115	1	76	1	76	100	1	32.6	23
sll0162|212	1	75	1	75	100	1	32	8
sll0160|4	1	72	3	72	100	1	32.6	5.33
sll0160|35	1	72	1	72	100	2.98611	31.6	0
sll1864|59	1	73	1	73	100	1	31.1	42
sll0156|111	1	72	1	71	98.6111	0.986111	33	3
sll0156|97	1	76	2	76	100	1	33.3	11.5
sll0173|67	1	74	1	74	100	1.98649	32.6	8
psaC|118	1	73	1	72	98.6301	0.986301	33	0
sll0350|16	1	72	1	72	100	1	32.6	8
sppA2|10	1	71	1	71	100	1	34	23
slr0360|109	1	73	3	73	100	1	33.6	18.3
slr0360|89	1	74	2	74	100	3	31.7	25.5
slr0360|62	1	75	1	75	100	2	31.8	0
ams1|147	1	76	1	76	100	1	29.1	2
nlpD|65	1	75	9	74	98.6667	0.986667	30.9	1.22
nlpD|77	1	74	1	74	100	8.98649	31.6	0
nlpD|109	1	75	1	75	100	1	30.5	23
glgB|80	1	73	1	72	98.6301	0.986301	32.1	8
rfbW|256	1	76	1	75	98.6842	0.986842	33	3
rfbW|138	1	72	1	72	100	1	32.5	8
sll0174|29	1	71	1	71	100	1	32.1	0
sll0177|42	1	72	4	71	98.6111	0.986111	33.5	3.5
guaB2|111	1	73	2	73	100	3.94521	32.7	11.5
sll0325|40	1	71	1	71	100	2	32.4	23
sll0325|24	1	72	1	72	100	1	31.6	0
slr0369|35	1	74	1	74	100	1	32.5	8
