file_name	sgRNA	numreads
Example_S1_L001_R2	slr1597|19	0
Example_S1_L001_R2	slr1597|4	0
Example_S1_L001_R2	slr1597|70	0
Example_S1_L001_R2	ubiH|32	0
Example_S1_L001_R2	ubiH|132	0
Example_S1_L001_R2	ubiH|115	0
Example_S1_L001_R2	ubiH|4	0
Example_S1_L001_R2	slr1595|197	0
Example_S1_L001_R2	slr1595|137	0
Example_S1_L001_R2	slr1595|96	0
Example_S1_L001_R2	slr1595|160	0
Example_S1_L001_R2	slr1595|62	0
Example_S1_L001_R2	sll0649|109	0
Example_S1_L001_R2	sll0649|152	0
Example_S1_L001_R2	sll0649|70	0
Example_S1_L001_R2	sll0649|121	0
Example_S1_L001_R2	sll1021|63	0
Example_S1_L001_R2	sll1021|40	0
Example_S1_L001_R2	sll1021|29	0
Example_S1_L001_R2	sll1021|118	0
Example_S1_L001_R2	sll1021|87	0
Example_S1_L001_R2	sll1020|217	0
Example_S1_L001_R2	sll1020|133	0
Example_S1_L001_R2	sll1020|54	0
Example_S1_L001_R2	sll1020|152	0
Example_S1_L001_R2	sll0644|39	0
Example_S1_L001_R2	sll0644|24	0
Example_S1_L001_R2	sll0644|59	0
Example_S1_L001_R2	sll1022|50	0
Example_S1_L001_R2	sll1022|85	0
Example_S1_L001_R2	sll1022|127	0
Example_S1_L001_R2	sll1025|31	0
Example_S1_L001_R2	sll1025|16	0
Example_S1_L001_R2	sll1025|111	0
Example_S1_L001_R2	sll1025|55	0
Example_S1_L001_R2	sll1024|22	0
Example_S1_L001_R2	sll1024|127	0
Example_S1_L001_R2	sll1024|35	0
Example_S1_L001_R2	sll0641|35	0
Example_S1_L001_R2	sll0641|4	0
Example_S1_L001_R2	sll0641|77	0
Example_S1_L001_R2	slr1762|54	0
Example_S1_L001_R2	slr1762|19	0
Example_S1_L001_R2	slr1762|101	0
Example_S1_L001_R2	envM|115	0
Example_S1_L001_R2	envM|103	0
Example_S1_L001_R2	envM|85	0
Example_S1_L001_R2	envM|133	0
Example_S1_L001_R2	ssl1922|215	0
Example_S1_L001_R2	ycf45|32	0
Example_S1_L001_R2	ycf45|137	0
Example_S1_L001_R2	ycf45|94	0
Example_S1_L001_R2	ycf45|14	0
Example_S1_L001_R2	sll0924|17	0
Example_S1_L001_R2	sll0924|3	0
Example_S1_L001_R2	sll0924|31	0
Example_S1_L001_R2	ycf22|145	0
Example_S1_L001_R2	ycf22|111	0
Example_S1_L001_R2	ycf22|9	0
Example_S1_L001_R2	ycf22|31	0
Example_S1_L001_R2	ycf22|169	0
Example_S1_L001_R2	sll0943|96	0
Example_S1_L001_R2	sll0943|72	0
Example_S1_L001_R2	sll0943|58	0
Example_S1_L001_R2	sll0943|47	0
Example_S1_L001_R2	sll0943|118	0
Example_S1_L001_R2	sufA|43	0
Example_S1_L001_R2	sufA|67	0
Example_S1_L001_R2	sufA|89	0
Example_S1_L001_R2	sufA|103	0
Example_S1_L001_R2	gerCb|164	0
Example_S1_L001_R2	gerCb|19	0
Example_S1_L001_R2	gerCb|55	0
Example_S1_L001_R2	gerCb|124	0
Example_S1_L001_R2	slr1594|60	0
Example_S1_L001_R2	slr1594|105	0
Example_S1_L001_R2	slr1594|37	0
Example_S1_L001_R2	slr1594|77	0
Example_S1_L001_R2	slr1043|183	0
Example_S1_L001_R2	slr1043|123	0
Example_S1_L001_R2	slr1043|142	0
Example_S1_L001_R2	HAGH1|11	0
Example_S1_L001_R2	HAGH1|44	0
Example_S1_L001_R2	HAGH1|59	0
Example_S1_L001_R2	slr1066|66	0
Example_S1_L001_R2	slr1066|319	0
Example_S1_L001_R2	slr1066|147	0
Example_S1_L001_R2	slr1066|42	0
Example_S1_L001_R2	slr0981|124	0
Example_S1_L001_R2	slr0981|98	0
Example_S1_L001_R2	slr0981|86	0
Example_S1_L001_R2	slr0981|75	0
Example_S1_L001_R2	slr0980|43	0
Example_S1_L001_R2	slr0980|110	0
Example_S1_L001_R2	slr0980|176	0
Example_S1_L001_R2	slr0980|191	0
Example_S1_L001_R2	Sac1|109	0
Example_S1_L001_R2	Sac1|16	0
Example_S1_L001_R2	Sac1|154	0
Example_S1_L001_R2	Sac1|39	0
Example_S1_L001_R2	slr1062|123	0
Example_S1_L001_R2	slr1062|194	0
Example_S1_L001_R2	slr1062|50	0
Example_S1_L001_R2	sll0647|82	0
Example_S1_L001_R2	sll0647|4	0
Example_S1_L001_R2	sll0647|16	0
Example_S1_L001_R2	slr1306|9	0
Example_S1_L001_R2	slr1306|151	0
Example_S1_L001_R2	slr1306|120	0
Example_S1_L001_R2	slr1307|258	0
Example_S1_L001_R2	slr1307|95	0
Example_S1_L001_R2	slr1307|247	0
Example_S1_L001_R2	slr1305|31	0
Example_S1_L001_R2	slr1305|140	0
Example_S1_L001_R2	slr1305|225	0
Example_S1_L001_R2	slr1305|124	0
Example_S1_L001_R2	slr1302|100	0
Example_S1_L001_R2	slr1303|107	0
Example_S1_L001_R2	slr1303|119	0
Example_S1_L001_R2	slr1303|62	0
Example_S1_L001_R2	slr1303|78	0
Example_S1_L001_R2	slr1069|250	0
Example_S1_L001_R2	slr1069|217	0
Example_S1_L001_R2	slr1301|58	0
Example_S1_L001_R2	slr1301|111	0
Example_S1_L001_R2	slr1301|128	0
Example_S1_L001_R2	sll0639|88	0
Example_S1_L001_R2	sll0639|33	0
Example_S1_L001_R2	sll0639|13	0
Example_S1_L001_R2	sll0639|47	0
Example_S1_L001_R2	sll0645|8	0
Example_S1_L001_R2	sll0645|49	0
Example_S1_L001_R2	sll0645|88	0
Example_S1_L001_R2	sll0645|60	0
Example_S1_L001_R2	psbK|53	0
Example_S1_L001_R2	psbK|103	0
Example_S1_L001_R2	pxcA|73	0
Example_S1_L001_R2	pxcA|181	0
Example_S1_L001_R2	pxcA|31	0
Example_S1_L001_R2	pxcA|119	0
Example_S1_L001_R2	pfkA|31	0
Example_S1_L001_R2	pfkA|61	0
Example_S1_L001_R2	pfkA|49	0
Example_S1_L001_R2	pfkA|88	0
Example_S1_L001_R2	pfkA|73	0
Example_S1_L001_R2	ureG|12	0
Example_S1_L001_R2	ureG|35	0
Example_S1_L001_R2	ureG|166	0
Example_S1_L001_R2	ureG|155	0
Example_S1_L001_R2	ureD|51	0
Example_S1_L001_R2	ureD|166	0
Example_S1_L001_R2	ureD|119	0
Example_S1_L001_R2	rps32|9	0
Example_S1_L001_R2	rps32|73	0
Example_S1_L001_R2	rps32|47	0
Example_S1_L001_R2	rps32|122	0
Example_S1_L001_R2	galE2|112	0
Example_S1_L001_R2	galE2|4	0
Example_S1_L001_R2	galE2|139	0
Example_S1_L001_R2	galE2|52	0
Example_S1_L001_R2	hemF|182	0
Example_S1_L001_R2	hemF|121	0
Example_S1_L001_R2	hemF|19	0
Example_S1_L001_R2	hemF|143	0
Example_S1_L001_R2	hemF|45	0
Example_S1_L001_R2	slr1771|45	0
Example_S1_L001_R2	slr1771|71	0
Example_S1_L001_R2	ftsH|97	0
Example_S1_L001_R2	ssr2153|142	0
Example_S1_L001_R2	ssr2153|35	0
Example_S1_L001_R2	ssr2153|15	0
Example_S1_L001_R2	slr1076|359	0
Example_S1_L001_R2	slr1076|146	0
Example_S1_L001_R2	slr1076|290	0
Example_S1_L001_R2	slr1076|3	0
Example_S1_L001_R2	slr1077|150	0
Example_S1_L001_R2	slr1077|119	0
Example_S1_L001_R2	slr1077|79	0
Example_S1_L001_R2	slr1077|205	0
Example_S1_L001_R2	sll1638|53	0
Example_S1_L001_R2	sll1638|86	0
Example_S1_L001_R2	sll1638|115	0
Example_S1_L001_R2	sll1638|211	0
Example_S1_L001_R2	slr1071|162	0
Example_S1_L001_R2	slr1071|421	0
Example_S1_L001_R2	cyaA|179	0
Example_S1_L001_R2	cyaA|67	0
Example_S1_L001_R2	cyaA|46	0
Example_S1_L001_R2	cyaA|162	0
Example_S1_L001_R2	slr1073|334	0
Example_S1_L001_R2	slr1073|7	0
Example_S1_L001_R2	slr1073|171	0
Example_S1_L001_R2	sll1635|19	0
Example_S1_L001_R2	sll1635|30	0
Example_S1_L001_R2	sll1635|79	0
Example_S1_L001_R2	sll1635|54	0
Example_S1_L001_R2	slr1079|24	0
Example_S1_L001_R2	slr1079|91	0
Example_S1_L001_R2	slr1079|113	0
Example_S1_L001_R2	hisD|16	0
Example_S1_L001_R2	hisD|63	0
Example_S1_L001_R2	hisD|74	0
Example_S1_L001_R2	rpl28|140	0
Example_S1_L001_R2	rpl28|120	0
Example_S1_L001_R2	slr1603|58	0
Example_S1_L001_R2	slr1603|37	0
Example_S1_L001_R2	slr1603|173	0
Example_S1_L001_R2	slr1603|133	0
Example_S1_L001_R2	slr1603|103	0
Example_S1_L001_R2	ndhD2|15	0
Example_S1_L001_R2	ndhD2|37	0
Example_S1_L001_R2	ndhD2|52	0
Example_S1_L001_R2	ndhD2|66	0
Example_S1_L001_R2	ndhD2|98	0
Example_S1_L001_R2	pleD2|214	0
Example_S1_L001_R2	pleD2|110	0
Example_S1_L001_R2	pleD2|11	0
Example_S1_L001_R2	slr1600|95	0
Example_S1_L001_R2	slr1600|142	0
Example_S1_L001_R2	slr0678|11	0
Example_S1_L001_R2	slr0678|22	0
Example_S1_L001_R2	slr0678|41	0
Example_S1_L001_R2	birA|87	0
Example_S1_L001_R2	birA|76	0
Example_S1_L001_R2	slr1609|158	0
Example_S1_L001_R2	slr1609|143	0
Example_S1_L001_R2	slr1609|170	0
Example_S1_L001_R2	slr1770|215	0
Example_S1_L001_R2	slr1770|94	0
Example_S1_L001_R2	slr1770|77	0
Example_S1_L001_R2	slr0670|107	0
Example_S1_L001_R2	slr0670|142	0
Example_S1_L001_R2	slr0670|76	0
Example_S1_L001_R2	slr0670|118	0
Example_S1_L001_R2	lipA|23	0
Example_S1_L001_R2	lipA|94	0
Example_S1_L001_R2	lipA|4	0
Example_S1_L001_R2	lipA|36	0
Example_S1_L001_R2	slr1074|112	0
Example_S1_L001_R2	slr1074|158	0
Example_S1_L001_R2	slr1074|236	0
Example_S1_L001_R2	slr1074|370	0
Example_S1_L001_R2	slr1074|73	0
Example_S1_L001_R2	slr1768|25	0
Example_S1_L001_R2	slr1768|66	0
Example_S1_L001_R2	slr1768|223	0
Example_S1_L001_R2	slr1768|235	0
Example_S1_L001_R2	sll0922|104	0
Example_S1_L001_R2	sll0922|63	0
Example_S1_L001_R2	sll0922|86	0
Example_S1_L001_R2	metX|11	0
Example_S1_L001_R2	metX|58	0
Example_S1_L001_R2	metX|74	0
Example_S1_L001_R2	metX|32	0
Example_S1_L001_R2	metX|46	0
Example_S1_L001_R2	slr1767|30	0
Example_S1_L001_R2	slr1767|204	0
Example_S1_L001_R2	slr1767|130	0
Example_S1_L001_R2	amt2|193	0
Example_S1_L001_R2	amt2|73	0
Example_S1_L001_R2	amt2|35	0
Example_S1_L001_R2	amt2|97	0
Example_S1_L001_R2	sll0926|136	0
Example_S1_L001_R2	sll0926|33	0
Example_S1_L001_R2	sll0926|182	0
Example_S1_L001_R2	sll0925|170	0
Example_S1_L001_R2	sll0925|157	0
Example_S1_L001_R2	sll0925|31	0
Example_S1_L001_R2	slr1763|8	0
Example_S1_L001_R2	slr1763|25	0
Example_S1_L001_R2	slr1763|98	0
Example_S1_L001_R2	slr1041|93	0
Example_S1_L001_R2	slr1041|29	0
Example_S1_L001_R2	slr1041|203	0
Example_S1_L001_R2	slr1041|10	0
Example_S1_L001_R2	slr1041|59	0
Example_S1_L001_R2	ssr2708|11	0
Example_S1_L001_R2	slr1042|163	0
Example_S1_L001_R2	slr1045|146	0
Example_S1_L001_R2	slr1045|202	0
Example_S1_L001_R2	slr1045|20	0
Example_S1_L001_R2	slr1045|121	0
Example_S1_L001_R2	slr1045|41	0
Example_S1_L001_R2	trmD|45	0
Example_S1_L001_R2	trmD|110	0
Example_S1_L001_R2	trmD|91	0
Example_S1_L001_R2	trmD|59	0
Example_S1_L001_R2	ytfC|30	0
Example_S1_L001_R2	ytfC|13	0
Example_S1_L001_R2	slr1046|93	0
Example_S1_L001_R2	slr1046|25	0
Example_S1_L001_R2	slr1046|36	0
Example_S1_L001_R2	slr1046|175	0
Example_S1_L001_R2	slr1046|192	0
Example_S1_L001_R2	ssr1765|113	0
Example_S1_L001_R2	ssr1765|13	0
Example_S1_L001_R2	ssr1765|95	0
Example_S1_L001_R2	slr1048|32	0
Example_S1_L001_R2	slr1048|79	0
Example_S1_L001_R2	slr1048|182	0
Example_S1_L001_R2	hliA|86	0
Example_S1_L001_R2	hliA|110	0
Example_S1_L001_R2	hliA|46	0
Example_S1_L001_R2	hliA|29	0
Example_S1_L001_R2	ssr1766|129	0
Example_S1_L001_R2	ssr1766|74	0
Example_S1_L001_R2	sll1640|61	0
Example_S1_L001_R2	sll1640|24	0
Example_S1_L001_R2	sll1640|74	0
Example_S1_L001_R2	sll1640|39	0
Example_S1_L001_R2	slr1800|75	0
Example_S1_L001_R2	slr1800|98	0
Example_S1_L001_R2	slr1800|15	0
Example_S1_L001_R2	slr1800|51	0
Example_S1_L001_R2	cysC|136	0
Example_S1_L001_R2	cysC|208	0
Example_S1_L001_R2	cysC|247	0
Example_S1_L001_R2	cysC|221	0
Example_S1_L001_R2	cysC|173	0
Example_S1_L001_R2	sll1191|99	0
Example_S1_L001_R2	sll1191|84	0
Example_S1_L001_R2	slr1611|45	0
Example_S1_L001_R2	slr1611|65	0
Example_S1_L001_R2	slr1611|224	0
Example_S1_L001_R2	slr1612|39	0
Example_S1_L001_R2	slr1612|7	0
Example_S1_L001_R2	slr1612|118	0
Example_S1_L001_R2	slr1612|250	0
Example_S1_L001_R2	slr1612|133	0
Example_S1_L001_R2	slr1613|536	0
Example_S1_L001_R2	slr1613|389	0
Example_S1_L001_R2	slr1613|439	0
Example_S1_L001_R2	slr1613|156	0
Example_S1_L001_R2	slr1616|233	0
Example_S1_L001_R2	slr1616|456	0
Example_S1_L001_R2	slr1616|618	0
Example_S1_L001_R2	slr1616|676	0
Example_S1_L001_R2	slr1617|21	0
Example_S1_L001_R2	slr1617|580	0
Example_S1_L001_R2	slr1617|263	0
Example_S1_L001_R2	slr1617|318	0
Example_S1_L001_R2	slr1617|468	0
Example_S1_L001_R2	slr1618|211	0
Example_S1_L001_R2	slr1618|235	0
Example_S1_L001_R2	slr1619|178	0
Example_S1_L001_R2	slr1619|235	0
Example_S1_L001_R2	slr1619|143	0
Example_S1_L001_R2	slr1619|207	0
Example_S1_L001_R2	ccmA|25	0
Example_S1_L001_R2	ccmA|64	0
Example_S1_L001_R2	cbiA|114	0
Example_S1_L001_R2	cbiA|67	0
Example_S1_L001_R2	sll0938|126	0
Example_S1_L001_R2	sll0938|106	0
Example_S1_L001_R2	sll0938|80	0
Example_S1_L001_R2	sll0939|128	0
Example_S1_L001_R2	sll0939|224	0
Example_S1_L001_R2	sll0939|206	0
Example_S1_L001_R2	sll0939|67	0
Example_S1_L001_R2	slr1298|226	0
Example_S1_L001_R2	slr1298|247	0
Example_S1_L001_R2	slr1298|270	0
Example_S1_L001_R2	slr1298|37	0
Example_S1_L001_R2	slr1298|129	0
Example_S1_L001_R2	slr1299|144	0
Example_S1_L001_R2	slr1299|131	0
Example_S1_L001_R2	slr1299|258	0
Example_S1_L001_R2	slr1299|221	0
Example_S1_L001_R2	rps15|37	0
Example_S1_L001_R2	rps15|109	0
Example_S1_L001_R2	rps15|70	0
Example_S1_L001_R2	rps15|125	0
Example_S1_L001_R2	rps15|137	0
Example_S1_L001_R2	sll0930|160	0
Example_S1_L001_R2	sll0930|133	0
Example_S1_L001_R2	sll0931|78	0
Example_S1_L001_R2	sll0931|123	0
Example_S1_L001_R2	sll0931|31	0
Example_S1_L001_R2	sll0931|110	0
Example_S1_L001_R2	sll0932|67	0
Example_S1_L001_R2	sll0932|4	0
Example_S1_L001_R2	sll0932|52	0
Example_S1_L001_R2	sll0932|127	0
Example_S1_L001_R2	sll0932|92	0
Example_S1_L001_R2	sll0933|103	0
Example_S1_L001_R2	sll0933|9	0
Example_S1_L001_R2	sll0933|90	0
Example_S1_L001_R2	sll0933|72	0
Example_S1_L001_R2	slr1290|134	0
Example_S1_L001_R2	slr1290|238	0
Example_S1_L001_R2	slr1290|30	0
Example_S1_L001_R2	slr1290|41	0
Example_S1_L001_R2	slr1290|14	0
Example_S1_L001_R2	sll1193|155	0
Example_S1_L001_R2	sll1193|17	0
Example_S1_L001_R2	sll0936|4	0
Example_S1_L001_R2	sll0936|160	0
Example_S1_L001_R2	sll0936|121	0
Example_S1_L001_R2	sll0936|56	0
Example_S1_L001_R2	slr1293|184	0
Example_S1_L001_R2	slr1293|5	0
Example_S1_L001_R2	slr1293|73	0
Example_S1_L001_R2	slr1293|142	0
Example_S1_L001_R2	sll1515|83	0
Example_S1_L001_R2	gpsA|88	0
Example_S1_L001_R2	gpsA|142	0
Example_S1_L001_R2	gpsA|63	0
Example_S1_L001_R2	gpsA|112	0
Example_S1_L001_R2	sll1192|6	0
Example_S1_L001_R2	sll1192|91	0
Example_S1_L001_R2	sll1192|28	0
Example_S1_L001_R2	sll1192|169	0
Example_S1_L001_R2	sll1511|135	0
Example_S1_L001_R2	sll1511|171	0
Example_S1_L001_R2	sll1511|33	0
Example_S1_L001_R2	sll1510|81	0
Example_S1_L001_R2	sll1510|34	0
Example_S1_L001_R2	sll1510|137	0
Example_S1_L001_R2	sll1510|175	0
Example_S1_L001_R2	sll1510|186	0
Example_S1_L001_R2	sll1512|175	0
Example_S1_L001_R2	sll1512|61	0
Example_S1_L001_R2	sll1512|205	0
Example_S1_L001_R2	sll1512|74	0
Example_S1_L001_R2	slr1056|844	0
Example_S1_L001_R2	slr1056|179	0
Example_S1_L001_R2	slr1056|558	0
Example_S1_L001_R2	slr1056|267	0
Example_S1_L001_R2	slr1056|546	0
Example_S1_L001_R2	cbiH|67	0
Example_S1_L001_R2	cbiH|82	0
Example_S1_L001_R2	cbiH|51	0
Example_S1_L001_R2	cbiH|259	0
Example_S1_L001_R2	cbiH|187	0
Example_S1_L001_R2	gltB|89	0
Example_S1_L001_R2	gltB|105	0
Example_S1_L001_R2	gltB|3	0
Example_S1_L001_R2	ssl2384|46	0
Example_S1_L001_R2	ssl2384|13	0
Example_S1_L001_R2	slr1053|116	0
Example_S1_L001_R2	slr1053|41	0
Example_S1_L001_R2	slr1053|92	0
Example_S1_L001_R2	slr1050|189	0
Example_S1_L001_R2	slr1050|26	0
Example_S1_L001_R2	slr1050|8	0
Example_S1_L001_R2	chlH|59	0
Example_S1_L001_R2	chlH|95	0
Example_S1_L001_R2	chlH|39	0
Example_S1_L001_R2	chlH|19	0
Example_S1_L001_R2	fbp|17	0
Example_S1_L001_R2	fbp|3	0
Example_S1_L001_R2	fbp|100	0
Example_S1_L001_R2	fbp|87	0
Example_S1_L001_R2	slr1753|65	0
Example_S1_L001_R2	slr1753|124	0
Example_S1_L001_R2	slr1753|112	0
Example_S1_L001_R2	slr1753|24	0
Example_S1_L001_R2	frpC|354	0
Example_S1_L001_R2	frpC|66	0
Example_S1_L001_R2	epsB|14	0
Example_S1_L001_R2	epsB|25	0
Example_S1_L001_R2	epsB|36	0
Example_S1_L001_R2	sll1188|172	0
Example_S1_L001_R2	sll1188|306	0
Example_S1_L001_R2	sll1188|249	0
Example_S1_L001_R2	sll1186|355	0
Example_S1_L001_R2	sll1186|238	0
Example_S1_L001_R2	sll1186|10	0
Example_S1_L001_R2	sll1186|156	0
Example_S1_L001_R2	hsp17|174	0
Example_S1_L001_R2	hsp17|21	0
Example_S1_L001_R2	nucH|53	0
Example_S1_L001_R2	nucH|77	0
Example_S1_L001_R2	nucH|19	0
Example_S1_L001_R2	nucH|36	0
Example_S1_L001_R2	nucH|91	0
Example_S1_L001_R2	sll1500|16	0
Example_S1_L001_R2	sll1500|37	0
Example_S1_L001_R2	sll1500|111	0
Example_S1_L001_R2	slr1065|21	0
Example_S1_L001_R2	slr1065|6	0
Example_S1_L001_R2	slr1065|51	0
Example_S1_L001_R2	slr1065|39	0
Example_S1_L001_R2	slr1065|96	0
Example_S1_L001_R2	ssr1155|82	0
Example_S1_L001_R2	ssr1155|126	0
Example_S1_L001_R2	ssr1155|41	0
Example_S1_L001_R2	ssr1155|55	0
Example_S1_L001_R2	sll1503|101	0
Example_S1_L001_R2	sll1503|404	0
Example_S1_L001_R2	sll1503|26	0
Example_S1_L001_R2	sll1503|13	0
Example_S1_L001_R2	slr0695|64	0
Example_S1_L001_R2	slr0695|34	0
Example_S1_L001_R2	slr0695|47	0
Example_S1_L001_R2	slr0695|16	0
Example_S1_L001_R2	sll1507|170	0
Example_S1_L001_R2	sll1507|227	0
Example_S1_L001_R2	sll1507|145	0
Example_S1_L001_R2	sll1507|187	0
Example_S1_L001_R2	sll1507|87	0
Example_S1_L001_R2	sll1504|18	0
Example_S1_L001_R2	sll1504|141	0
Example_S1_L001_R2	sll1504|82	0
Example_S1_L001_R2	sll1504|93	0
Example_S1_L001_R2	sll1504|169	0
Example_S1_L001_R2	sll1505|186	0
Example_S1_L001_R2	slr1063|1881	0
Example_S1_L001_R2	slr1063|1342	0
Example_S1_L001_R2	slr1063|18	0
Example_S1_L001_R2	slr1063|419	0
Example_S1_L001_R2	slr1846|100	0
Example_S1_L001_R2	slr1846|138	0
Example_S1_L001_R2	sll1752|26	0
Example_S1_L001_R2	sll1752|14	0
Example_S1_L001_R2	sll1752|42	0
Example_S1_L001_R2	sll1752|128	0
Example_S1_L001_R2	ssr1768|165	0
Example_S1_L001_R2	ssr1768|127	0
Example_S1_L001_R2	ssr1768|70	0
Example_S1_L001_R2	ssr1768|55	0
Example_S1_L001_R2	ccsA|93	0
Example_S1_L001_R2	ccsA|157	0
Example_S1_L001_R2	ccsA|139	0
Example_S1_L001_R2	ccsA|227	0
Example_S1_L001_R2	ccsA|61	0
Example_S1_L001_R2	ssl2920|146	0
Example_S1_L001_R2	slr1400|61	0
Example_S1_L001_R2	slr1400|74	0
Example_S1_L001_R2	slr1400|133	0
Example_S1_L001_R2	slr1400|97	0
Example_S1_L001_R2	infC|91	0
Example_S1_L001_R2	infC|4	0
Example_S1_L001_R2	infC|133	0
Example_S1_L001_R2	infC|60	0
Example_S1_L001_R2	mcpA|82	0
Example_S1_L001_R2	mcpA|137	0
Example_S1_L001_R2	mcpA|120	0
Example_S1_L001_R2	mcpA|40	0
Example_S1_L001_R2	exbB2|70	0
Example_S1_L001_R2	exbB2|127	0
Example_S1_L001_R2	exbB2|7	0
Example_S1_L001_R2	exbB2|107	0
Example_S1_L001_R2	exbB2|37	0
Example_S1_L001_R2	slr1599|10	0
Example_S1_L001_R2	slr1599|172	0
Example_S1_L001_R2	slr1599|218	0
Example_S1_L001_R2	slr1599|194	0
Example_S1_L001_R2	slr1599|44	0
Example_S1_L001_R2	slr0964|213	0
Example_S1_L001_R2	slr0964|145	0
Example_S1_L001_R2	slr0967|53	0
Example_S1_L001_R2	slr0967|21	0
Example_S1_L001_R2	slr0967|145	0
Example_S1_L001_R2	slr0967|160	0
Example_S1_L001_R2	btpA|66	0
Example_S1_L001_R2	btpA|192	0
Example_S1_L001_R2	btpA|26	0
Example_S1_L001_R2	btpA|53	0
Example_S1_L001_R2	ssl1923|36	0
Example_S1_L001_R2	ssl1923|115	0
Example_S1_L001_R2	ssl1923|17	0
Example_S1_L001_R2	ssl1923|76	0
Example_S1_L001_R2	gad|20	0
Example_S1_L001_R2	gad|58	0
Example_S1_L001_R2	gad|70	0
Example_S1_L001_R2	ycf19|5	0
Example_S1_L001_R2	lgt|218	0
Example_S1_L001_R2	lgt|97	0
Example_S1_L001_R2	lgt|70	0
Example_S1_L001_R2	yefA|166	0
Example_S1_L001_R2	yefA|79	0
Example_S1_L001_R2	yefA|143	0
Example_S1_L001_R2	yefA|185	0
Example_S1_L001_R2	psaM|31	0
Example_S1_L001_R2	psaM|43	0
Example_S1_L001_R2	ssl1972|19	0
Example_S1_L001_R2	ssl1972|46	0
Example_S1_L001_R2	ssl1972|31	0
Example_S1_L001_R2	ssl1972|139	0
Example_S1_L001_R2	slr1601|21	0
Example_S1_L001_R2	slr1601|46	0
Example_S1_L001_R2	slr1601|81	0
Example_S1_L001_R2	fmu/fmv|200	0
Example_S1_L001_R2	fmu/fmv|266	0
Example_S1_L001_R2	fmu/fmv|216	0
Example_S1_L001_R2	fmu/fmv|73	0
Example_S1_L001_R2	fmu/fmv|50	0
Example_S1_L001_R2	ssl1792|197	0
Example_S1_L001_R2	ssl1792|96	0
Example_S1_L001_R2	ssl1792|108	0
Example_S1_L001_R2	ssl1792|210	0
Example_S1_L001_R2	ssl1792|60	0
Example_S1_L001_R2	slr0686|27	0
Example_S1_L001_R2	slr0686|46	0
Example_S1_L001_R2	slr0686|13	0
Example_S1_L001_R2	slr0686|67	0
Example_S1_L001_R2	pleD3|56	0
Example_S1_L001_R2	pleD3|14	0
Example_S1_L001_R2	pleD3|73	0
Example_S1_L001_R2	pleD3|130	0
Example_S1_L001_R2	slr0680|219	0
Example_S1_L001_R2	slr0680|49	0
Example_S1_L001_R2	slr0680|177	0
Example_S1_L001_R2	slr0680|98	0
Example_S1_L001_R2	slr0681|85	0
Example_S1_L001_R2	slr0681|74	0
Example_S1_L001_R2	slr0681|54	0
Example_S1_L001_R2	slr0681|33	0
Example_S1_L001_R2	slr1068|129	0
Example_S1_L001_R2	slr1070|57	0
Example_S1_L001_R2	slr1070|160	0
Example_S1_L001_R2	slr1070|204	0
Example_S1_L001_R2	slr1070|241	0
Example_S1_L001_R2	slr0689|13	0
Example_S1_L001_R2	slr0689|100	0
Example_S1_L001_R2	slr0689|32	0
Example_S1_L001_R2	slr0689|76	0
Example_S1_L001_R2	slr0689|112	0
Example_S1_L001_R2	dnaN|164	0
Example_S1_L001_R2	dnaN|149	0
Example_S1_L001_R2	dnaN|134	0
Example_S1_L001_R2	slr1052|127	0
Example_S1_L001_R2	slr1052|189	0
Example_S1_L001_R2	slr1052|52	0
Example_S1_L001_R2	ssr2962|31	0
Example_S1_L001_R2	ssr2962|54	0
Example_S1_L001_R2	ssr2962|144	0
Example_S1_L001_R2	ssr2962|160	0
Example_S1_L001_R2	rfbU|108	0
Example_S1_L001_R2	rfbU|295	0
Example_S1_L001_R2	rfbU|194	0
Example_S1_L001_R2	rfbU|324	0
Example_S1_L001_R2	sll1006|70	0
Example_S1_L001_R2	sll1006|28	0
Example_S1_L001_R2	sll1006|82	0
Example_S1_L001_R2	sll1006|43	0
Example_S1_L001_R2	sll1005|7	0
Example_S1_L001_R2	sll1005|83	0
Example_S1_L001_R2	sll1005|139	0
Example_S1_L001_R2	sll1005|152	0
Example_S1_L001_R2	sll1004|178	0
Example_S1_L001_R2	sll1004|71	0
Example_S1_L001_R2	sll1004|159	0
Example_S1_L001_R2	sll1004|40	0
Example_S1_L001_R2	sll1003|160	0
Example_S1_L001_R2	sll1003|204	0
Example_S1_L001_R2	sll1003|63	0
Example_S1_L001_R2	sll1001|154	0
Example_S1_L001_R2	sll1001|80	0
Example_S1_L001_R2	sll1001|113	0
Example_S1_L001_R2	sll1001|23	0
Example_S1_L001_R2	sll1001|9	0
Example_S1_L001_R2	rfbB|272	0
Example_S1_L001_R2	rfbB|106	0
Example_S1_L001_R2	rfbB|285	0
Example_S1_L001_R2	rfbB|83	0
Example_S1_L001_R2	rfbC|55	0
Example_S1_L001_R2	slr1085|46	0
Example_S1_L001_R2	slr1085|151	0
Example_S1_L001_R2	sll0638|109	0
Example_S1_L001_R2	sll0638|142	0
Example_S1_L001_R2	sll0638|131	0
Example_S1_L001_R2	rfbF|110	0
Example_S1_L001_R2	rfbF|19	0
Example_S1_L001_R2	rfbF|43	0
Example_S1_L001_R2	rfbG|126	0
Example_S1_L001_R2	rfbG|232	0
